id	tweet	class
	LMaoooo   #171 @whoelsebutkey @nobetternoworst No shade taken It's Swahili for ho And like  Den #8226 suaw Lol #187 	OFF
	LMaoooo  #171 @IGiveEmNathan Jesus healed folks wit Leoparcy but yall hoes wanna get leopard print tattoos #187 	OFF
	LOL  #128514  #128557  I just remember that same bitch said she liked my hair then askedis it yoursSmfh #wut #yes 	OFF
	LOL at the Benghazihearingsthat proved nothing other than Republicans only care about taking down PBO #foxnews #teabaggers	NOT
	LOL there's a talking monkey live on the internet Will wonders never cease	NOT
	LOL what bitches yea go get the bouncer we were eye ballin' your clearly pussy ass	OFF
	LOLOLOL RT @AjalaPilgrim  Freddy still have all the birds  doppz still a wet man  harry still on parry  and we salting	NOT
	LRG ass nigguh	OFF
	LSU got a lot of thirsty  muching  nasty hoes Football team stay running thru yall meal ticket wanting hoes lol	OFF
	Laat Zihni Ozdil met rust jullie gemene trollen  hoe durven jullie zijn mening in twijfel te nemen Zijn zegje is wet en kuch  kuch  water	NOT
	Ladies RT if your head game better than your pussy	OFF
	Ladies love a real nicca	OFF
	Ladies remember other women (including your friends) are trifling you speak TOO great about your nigga other bitches WILL try him smh lol	OFF
	Ladies you are not a hoe if you fucked on the first night Don't let these lonely bitches lie to you	OFF
	Ladies  do y'all shave/wax before visiting ur OBGYN or let it grow out @ because u don't wanna seem like a hoe	OFF
	Ladies LMaooo   #171 @cthagod RT if your pussy better than your personality #187 	OFF
	Lady next to me gon say her cooch is itching    burning she thinks she got a uti No bitch that's something else down there	OFF
	Lakers are a purple and yellow garbage can	NOT
	Lakers are trash right now	OFF
	Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season	NOT
	Lamar Odom is such a little bitch It's pathetic	OFF
	Lame mcs still let hoes in stilettos play them those hoes nothin   To us we aint pimps but they still cant press this average @JoeBudden	OFF
	Lame niggas trash	OFF
	Lame niggaz wait in line  wait for bitches  wait to create  wait for someone else to do shit for them	OFF
	Lashontae a bad bitch times 3	OFF
	Last night this bitch was talking bout she wanna smoke    go to wingstop    I was the 1st person she thought about Who paying for all this	OFF
	Last time I wore the shirt I'm wearing today I fought a bitch ( on no ratchet bs) but she yanked the fuck outta this shirt	OFF
	Last year I cuffed that bitch well now its ovaaaaaa	OFF
	Lasted year i cuffed that bitch   Well now its over 	OFF
	Late night phone convos with my hoomie that nigga a gook	OFF
	Late night studio sessionsbitch I got that workbrickkent ya bitchycgnight life http //tco/ZRBdumJqu8	OFF
	Latina bitches only	OFF
	Laughin at all y'all bitches #SullyStyle http //tco/C3n6vkD0	OFF
	Laughing at my deck that they gave me  yellow and jesus stencils all over it	NOT
	Laughing at these hoes #sexy #bomb #lebron #NotOkay	OFF
	Lauren    I ate candy we found on the floor during class we are trash	NOT
	Lawd Jesus lets pray for these hoes  #128591  #128079  #128079 	OFF
	Lawd  I got so many enemies    bitches I don't even know 	OFF
	LeBron bout to cry lil bitch	OFF
	LeVar Burton called Shatner a bitch lol	OFF
	Lean wit it  Rock wit it az niccas Lol	OFF
	Leap tall hoes in a single bound	OFF
	Leave a nicca traumatized	OFF
	Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it Waiting on god to fix it #morningjoe	NOT
	Leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house	OFF
	Leave it up to Ronson to make my ass laugh when I'm heated Fucking bitch 	OFF
	Leave it up to me it would've been in the trash All of it	NOT
	Leave the bitchen to bitches	OFF
	Lebron Warm up jacket full then a bitch	OFF
	Lebron gone dunk that hoe like that with ease	OFF
	Lebron is such a pussy always has to get picked up for cramps and shit	OFF
	Left a nice little message in his inbox so he deleted the comment where he called me a bitch  #128514  these #8230  http //tco/qRUvCVNepv	OFF
	Left my calc final singing I'm a boss ass bitch if that's any indication on how that went	OFF
	Left my last bitch along ain't no need for stressing  #128564 	OFF
	Leg day made me it's bitch	OFF
	Legion of jig  #128557  #128557  #128557 	NOT
	Lemme find out that bitch nigga talking shit	OFF
	Lesbians all be likeyo-ho and scissor me timbers	OFF
	Lesson  #NFL is 4 heterosexuals Wat else do we need besides Michael Sam for us fags to get a clue Breeders have their thing we have ours	OFF
	Let a bitch be a bitch n a hoe be a hoe	OFF
	Let a bitch say I got a small dick on god I'll whip that shit out and show everyone in the room what I got Blessed	OFF
	Let a bitch try and set me up   she gone be stuck between a rock nd dis mufuckin Glock MY BITCH BAD SHE TERRIBLE  #128044 	OFF
	Let a niggah try me	OFF
	Let a nigguh try me   fuck around fuck around fuck around meet his daddy	OFF
	Let her be a hoe  why you stopping her	OFF
	Let him fuck his side hoes in peace smh RT @Morganbaileyyy  wish my boyfriend would respond to my texts  (	OFF
	Let me delete that for the little bitch Reports me to MrOlsen  #128514 	OFF
	Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks #128514  #whohurtYOU	OFF
	Let me go on my block phase cause you hoes steady coming for me  #128299  #128299  #128299 	OFF
	Let me see them titties bitch  ice cream	OFF
	Let me show you how that pussy work RT @LoyalLamb85  Brian McKnight should have more accolades His music is everything EVERYTHING	OFF
	Let me tell yallI had a glass of something sweetthis bitch brought me a full glass  im thinking its the same thing and start gulping	OFF
	Let me text my hoes gm or sumpin	OFF
	Let niggas hate  bitches loving it	OFF
	Let the jig commence http //tco/pqvJiEvqZa	NOT
	Let the niccas feel on her booty lmaoRT @55OptimusPrime  take her to the hood were they do most good	OFF
	Let them hoes be greatRT @keyawnagallatin  Y'all bitches be really reaching for the side-titty look	OFF
	Let these hoes be great  #9996  #65039 	OFF
	Let these hoes be hoes Thats all we know	OFF
	Let this white boy be ghetto #127773 	NOT
	Let those bitches keep loving sosa	OFF
	Let's Go LA #support my niccas no matter what	OFF
	Let's be serious Most fans/callers wanted to run heavily and dink and dunk doesn't work great against a D you can't get extra yrds against	NOT
	Let's cripple the vanity industry How Actually start liking who we are  and how we look	NOT
	Let's go for the sweep #Yankees #SubwaySeries	NOT
	Let's just say the hotel I've been staying at isn't going to want this hand towel back I had no idea I could turn 'em that shade of yellow	NOT
	Let's not forget kim don't fight I kill hoes  #128514 	OFF
	Let's playWhat will the ghetto white girl with neck tattoos in front of me buy If you answered Cigarillo'syou've seen this episode b4	NOT
	Let's run a train on this bitch	OFF
	Let's see how this goes  #128527  lol I'm using my coupon haha kik  dm  text  or if ya down tweet that hoe lolololol http //tco/BHZRswkIY1	OFF
	Lethal bird flu cocktail sent out of lab accidentally went unreported  #8211  CDC http //tco/MO2m6q3xTt	NOT
	Lets finish strong Yankees	NOT
	Lets go #hoosiers #iubb  #127936  http //tco/R6Te1dxP	NOT
	Lets go hoes Its sing a long time You know the words trust an believe meeeeee	OFF
	Lets these hoes be hoes thats all we know	OFF
	Lex Steele I know y'all know him he been knocking hoes off for years and moaning in the process http //tco/iz75peY71Z	OFF
	Libertarians can be such pussies thought you believed in self defense  yet you want a peaceful revolution	OFF
	Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you	OFF
	Libs trash Saira Blair  an 18-year-old Republican who won a seat in the West Virginia legislature  http //tco/V01w8UamJy	NOT
	Life RT @AC_Hussle  I'm not giving these hoes free meals so they can go lay up with the dude they can't get over Nope	OFF
	Life ain't nothin but bitches and money	OFF
	Life ain't shit but bitches    money	OFF
	Life aint nuthin but bitches and money #icecube #nwa	OFF
	Life aint shit but bitches an money i pass that weed like i studied	OFF
	Life aint shit but bitches and money	OFF
	Life be my bitch and that hoe move when I say so  #128175  http //tco/ezO2QUqVhu	OFF
	Life comes at you fast RT @INDXGO_  Guys today I found out that I'm a side hoe  #128533  #128529  #128530 	OFF
	Life is a bitch but I appreciate her	OFF
	Life is a bitch but every dog has its day	OFF
	Life is a bitch  but every dog has its day	OFF
	Life is a bitch but I appreciate her mayne	OFF
	Life is only unfair if you're a cunt	OFF
	Life is too fuckin short for free bird	OFF
	Life would be so much doper if you could order pussy like you do pizza	OFF
	Life's a bitch    then you die	OFF
	Life's a bitch then you die- Tony	OFF
	Lifes a bitch and then ya die  thats why we get high	OFF
	Light skin girls is the biggest hoes	OFF
	Light skin niccas always wanna try to be Ike Turner Lol RT @LuckyLucci5  @VonshayeB only if u can take one back #128514  #128514  #128514 	OFF
	Light skin niggah  #128514 	OFF
	Lighting my pretty ass up w them yellow stars lls	OFF
	Lightskins and Spanish girls be acting like breaking niggas hearts is a necessity Stop being cruel bitch	OFF
	Lightskins be like RT @TheOnlyCorae  Y'all got me fuck up I'm dicking down them young #PV18 bitches for there refund check I got to pay rent	OFF
	Like #Buddha gives a SHIT about #Obama or some other fuckin' NAZI FUCK #socialist #retard with a fuckin' #iphone DONT MAKE ME LAUGH gt 	OFF
	Like   hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg  Let me be the FIRST to tell you	OFF
	Like Baathists before them  #ISIS    Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi	NOT
	Like HELLO my feet were clearly on the back of the desk bitch	OFF
	Like I can't have niggas thinkin ho-tep talk time is apart of my party sets	OFF
	Like I said fuck a LeBron His fan base  bandwagons  dick riders     loyal ass eaters I don't like bitch niggas    those that love one	OFF
	Like Nike bitch just do it	OFF
	Like a skinny model boney bitch	OFF
	Like a woman to tell you what she wants you to do without sounding like a bossy demanding bitchThe art to that is sexy	OFF
	Like bad kids bitch we reckless	OFF
	Like bitch  #128171 	OFF
	Like bitch that aint even attractive Smh	OFF
	Like bitch y u ain't do that in the first place	OFF
	Like bitch you're a man That means You don't show fear or pain You be strong when others can't	OFF
	Like damn hoe I gave you a chance when you was average  Why you aint beauty make over when we was together	OFF
	Like don't play with me bitch	OFF
	Like freaky bitch but I fucks with her	OFF
	Like fucc I got into it wit my mama  ajay  the damn lunch lady  duddy  montea lowkey     some lit raggedy hoe  #128514  #128557  all in one day	OFF
	Like god damn you dirty bitch	OFF
	Like keke say real niggas got a heart too it just take a real bitch for him to show it	OFF
	Like lex so fine she can have all my hoes  imma make my husband by her a Lamborghini	OFF
	Like literally after I'm done texting someone when I don't text back I slide the bitch to the left   I'd win that money	OFF
	Like my 3rd grade teacher used to say you either eat pussy  or you are one what's it gonna be@JBilinovich @JZolly23	OFF
	Like my momma said don't waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain't gone get u nowhere but pregnant and	OFF
	Like my twat	OFF
	Like out of no where you've become an inconsiderate bitch and I'm BEYOND done with your shitty attitude #backup	OFF
	Like real shit dude da closest nicca I done seen to AI	OFF
	Like she got a death touch RT @Tenebris_cor  This bitch standing in front of me looking like rogue from the xmen	OFF
	Like some nigga lie to bitches    wonder why they go crazy  That ain't me	OFF
	Like stop being a bitch for 32 seconds	OFF
	Like that bitch Ernest or somebody	OFF
	Like the hoes when they lay w/ me Puppy eyes when I go  Sayin stay wit me	OFF
	Like the song French got all the black bitches mad because my main bitch strawberryLololol	OFF
	Like these nigguhs pussy there's no other thesis	OFF
	Likka downtown bitch at a secondline RT @BallHawk_Carter  Man yeah that's ball game Teddy Bridgewater gettin in   we hit 0-3	OFF
	Lil 16 y/o in trouble for beatin a bitch showing the judge zero respect Lol brooklyn niggas and they temper	OFF
	Lil Kim really made herself trash smh  #128148 	NOT
	Lil Wayne has fucked every bad bitch in the game	OFF
	Lil bitch	OFF
	Lil bitch ass	OFF
	Lil bitch but her ass move  #128541  #128540  #128540  #128540 	OFF
	Lil bitch coulda let me go  I was right by my house 	OFF
	Lil bitch dumb #128514  #128514  #128514 	OFF
	Lil bitch with enough ass      a future  #128525  #128536 	OFF
	Lil cuz need to help a bitch out	OFF
	Lil dumb ass bitch I ain't fucking with you	OFF
	Lil hoe tweets on point	OFF
	Lil riri sittin pretty while u bitches layin petty	OFF
